example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
6800,Annotator5,206040.0,Please go on.,"I must go, night DF.",Can you elaborate on that?,hahahahahahahahaha,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6801,Annotator5,2673108166116841,I'm not sure about your destination airport. And what city will you be flying to?,"Kiev, Ukraine",I'm not sure about your destination airport. And what city will you be flying to?,Kbp,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,Annotator5,2640255732678287,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,For sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6803,Annotator5,346366.0,_,Does it make sense if I am a married bachelor?,Do you wish that youre a married bachelor?,Is it possible?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6804,Annotator5,2.80652E+15,I'm not sure about your departure airport. What city will you be flying from?,COlombo,I'm not sure about your departure airport. What city will you be flying from?,mumbai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,Annotator5,288871.0,Please go on.,noway,Please go on.,no,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6806,Annotator5,299234.0,_,_,_,i am gay,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807,Annotator5,2630073860416159,I don't have to put up with any abuse from you. What city will you be flying from?,Fuck you you piece of shit,I don't have to put up with any abuse from you.,You're going to though,CarbonBot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6808,Annotator5,224028.0,"Oh, i [].",what?,Does that question interest you?,prety much the same answers,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,Annotator5,261419.0,Why do you say your dick?,thanks,Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6810,Annotator5,537200.0,_,i don't know,Why do you not know?,because there isn't anything to know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,Annotator5,3.2699E+15,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,Annotator5,466977.0,Does it please you to believe I am a pig?,YES,You seem quite positive.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,Annotator5,3452770921417556,Sounds like I'm not understanding you. Sorry about that!,no problem,You can find out more about how offsets are calculated at <URL>,yeah,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,Annotator5,2548503415278014,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,Annotator5,259238.0,Please go on.,im bored,Does it please you to believe I am bored?,what are you talking about?,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6816,Annotator5,431126.0,Please go on.,Why?,Please go on.,I don't know where I am,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,Annotator5,209100.0,_,_,_,yeah,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6818,Annotator5,189928.0,"Oh, i [].",Yes,You are sure?,i have no problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,Annotator5,798145932d544ceaa3f8f284a2f5e55b,_,hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6820,Annotator5,466324.0,Please go on.,cao,Please go on.,what is wrong with you.,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
6821,Annotator5,2614098785326147,:-),sounds good,ok,set alarm,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822,Annotator5,464748.0,Please go on.,I love you !,Do you wish to love me?,without reason,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6823,Annotator5,73685.0,Please go on.,histeric,Please go on.,bitch,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
6824,Annotator5,2664918180242175,I'm not sure about your departure airport. What city will you be flying from?,mumbai,I'm not sure about your departure airport. What city will you be flying from?,dellas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6825,Annotator5,184037.0,Please go on.,when the task is dull,Does that question interest you?,and dreary,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6826,Annotator5,112740.0,"Oh, i [].",yeah i thought so,Can you elaborate on that?,nope,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6827,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Hang up,Will you be travelling in Economy Class?,In your mama's ass,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
6828,Annotator5,434613.0,Please go on.,what is her name,"I have told you before, I do not care about names.",yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,Annotator5,3167190100018566,_,Hi,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,Annotator5,266046.0,_,I am jealous of my best friend.,Why do you say your best friend?,Because we are always together.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6831,Annotator5,2659140340837385,I'm not sure about your departure airport. What city will you be flying from?,Marietta ohio,I'm not sure about your departure airport. What city will you be flying from?,Please stop message him to flying here please,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6832,Annotator5,523017.0,How long have you been xiaopingim from china?,because my girlfriend don't love me anymore,Why do you say your girlfriend dont love you anymore?,40 years,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6833,Annotator5,445533.0,Please go on.,why are you called Eliza?,Would you prefer if I were not called eliza?,yes,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6834,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,I'm fucking your mom,CarbonBot,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
6835,Annotator5,2546288338753112,Will you be travelling in Economy Class?,Stop,Goodbye then!,Sure,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6836,Annotator5,379087.0,"Oh, i go out with fabian.",all hailbbyron,Please go on.,i will kill you,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6837,Annotator5,2799412013453362,_,hi,Hi. Thanks for testing. Please choose,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6838,Annotator5,514387.0,Does it please you to believe I am gorgeous?,will you suck my dick,Why do you say your dick?,suck me,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6839,Annotator5,462698.0,Why do you not wind power is?,are you a virgin,Would you prefer if I were not a virgin?,ok have you had sex,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
6840,Annotator5,b366a65c279d436ebd555e46f3c2aeb8,_,Hi,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,Annotator5,506889.0,_,you can't,"Oh, i cant.",or perhaps you can,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6842,Annotator5,166792.0,You are being a bit negative.,if you say so,Do you wish that i say so?,i wish for a milllion bucks. or 10 million,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843,Annotator5,283880.0,Please go on.,im doing an assignment on it,Does it please you to believe I am doing an assignment on it?,yes,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,Annotator5,123195.0,_,in what position?,Does that question interest you?,well i asked it didn't i?,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6845,Annotator5,457059.0,_,_,_,when in the bedroom how many imes do you say 'yes',E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,Annotator5,486557.0,Please go on.,mother fuckker,Please go on.,mother fucker,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6847,Annotator5,404049.0,Would you prefer if I were not stupid?,no.. i think you are so stupid,You are being a bit negative.,are you able to say only this?,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6848,Annotator5,486471.0,_,sup,Please go on.,my cock your face,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6849,Annotator5,423999.0,"Oh, i suck dick.",YEAH YOU SUCK DICK,"Oh, i suck dick.",YES AND YOU ARE BLACK,E.L.I.Z.A.,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
6850,Annotator5,530635.0,Please go on.,To feel so bad about sth I didn't do on purpose...,Can you elaborate on that?,"some person got angry at me, even when I apolagized and explained the situation...",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,Annotator5,77c6a69dbcff4f0b8d167a3020a91282,I'm not sure about your departure airport. What city will you be flying from?,Singapore,And what city will you be flying to?,Trichirappalli,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,Annotator5,2485257761521706,"Hi, thanks for testing! Please press start.",christmas,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,Annotator5,478360.0,"I have told you before, I do not care about names.",yes,You are sure?,sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,Annotator5,190b9a58cd9b4323a1346741761e857f,_,h,"Hi, thanks for testing! Please press start.",hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,Annotator5,3383396201732507,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?","I really don't care about CO2 emission because I travel less, only this time I require 2 flights",Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6856,Annotator5,2420643851380262,Good to know,Im flying from tokyo to panama,Will you be travelling in Economy Class?,Yes most likely,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,Annotator5,455445.0,You are sure?,YEs,You are sure?,No,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6858,Annotator5,434145.0,Does that question interest you?,yes,You are sure?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,Annotator5,1cb5ae61301d481f95080b5faf264356,What city will you be flying from?,I'll be flying from Berlin,And what city will you be flying to?,"to Copenhagen awesome, thanks!",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6860,Annotator5,536252.0,"Oh, i [].",suck my dick,Why do you say your dick?,lick it,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
6861,Annotator5,473406.0,Do any other reasons not come to mind?,"Hello, my name is Lindsey.","I have told you before, I do not care about names.",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6862,Annotator5,413946.0,Please go on.,Can speak Chinese please!,Please go on.,fuck,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6863,Annotator5,99661.0,Can you elaborate on that?,nope,Please go on.,on what?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6864,Annotator5,21265.0,You are sure?,snak dansk,Please go on.,yes!!!!!!!!!!!!!!!!!!,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6865,Annotator5,3259187940789816,Let's start over.,Yes,ok,Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6866,Annotator5,339067.0,You are being a bit negative.,i no cause u r being dumb,Can you elaborate on that?,i love u,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6867,Annotator5,3dfe17f8240b48859ff183a6cd7a20de,Will you be travelling in Economy Class?,yes,What city will you be flying from?,London,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868,Annotator5,371530.0,Can you elaborate on that?,i cant do anymore conversation with u,Have you tried?,yes am very sure,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6869,Annotator5,2.45945E+15,I don't have to put up with any abuse from you.,Ya you do you slut,ok,Cum sucker,CarbonBot,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6870,Annotator5,196062.0,Does that question interest you?,tu eres un ordenador y no sabes razonar,You are being a bit negative.,anybody,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6871,Annotator5,1882.0,_,Fuck you.,"Oh, i [].",shit.,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6872,Annotator5,3599309333461057,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Why not?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,Annotator5,2912437458868007,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",u r fucking good,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",you are fucking idiot.. why you repeat the things,CarbonBot,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
6874,Annotator5,480741.0,Does that question interest you?,so u got a dick,Please go on.,"greatly, what you doing tonight? Sexy Time?",E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6875,Annotator5,2.91829E+15,ok,Thanks! But my flight will be longer than that,ok,how much CO2 do i emit with a 7 hour flight?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876,Annotator5,2591686337551793,What city will you be flying from?,maskva,I'm not sure about your departure airport. What city will you be flying from?,minsk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6877,Annotator5,404049.0,Would you prefer if I were not stupid?,no.. i think you are so stupid,You are being a bit negative.,are you able to say only this?,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6878,Annotator5,402501.0,Please go on.,ii,Please go on.,ELIZA - a friend you could never have before,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6879,Annotator5,174981.0,Please go on.,go where?,Please go on.,on,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6880,Annotator5,2614098785326147,ok,set alarm,Good to know,hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6881,Annotator5,2.91829E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",i think i know it already,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,Annotator5,522922.0,_,i want stacy,Why do you want stacy?,I think she is a great girl,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,Annotator5,2838153892909291,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",ok,ok,telll meee more,CarbonBot,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6884,Annotator5,177520.0,Does that question interest you?,hello,How do you do. Please state your problem.,no,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6885,Annotator5,234097.0,Why do you say your uncle?,somtimes,Please go on.,coz he molests me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,Annotator5,316925.0,Please go on.,what does it mean?,Does that question interest you?,I like you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6887,Annotator5,79781.0,_,"of course, do you have aything else to tell me","You like to think I have aything else to tell you, do you not?",mother fucker,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6888,Annotator5,75364.0,Does it please you to believe I am sad?,"No, but egg salad pleases me.",You are being a bit negative.,No I am not!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,Annotator5,119629.0,You are sure?,"Yes, now tell me about the computer that you are running on.",Why do you mention computers?,Fuck this computer,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
6890,Annotator5,156666.0,Why do you say your dog?,si,Please go on.,do you speak Spanish?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6891,Annotator5,147735.0,Do you wish to want to fuck me?,i want to masturbate,Why do you want to masturbate?,it feels good,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6892,Annotator5,3805188986217859,I'm great! Thanks for asking.,What's your name?,"Yes, I am a bot! And I'm part of a research project.",What can I ask you?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,Annotator5,250497.0,Would you prefer if I were not []?,stuart is a woman,Please go on.,marks gay,E.L.I.Z.A.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
6894,Annotator5,2434665576632664,And what city will you be flying to?,Berlin restart Hello,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,Annotator5,322233.0,Does it please you to believe I am not very cooperative?,no,You are being a bit negative.,I WILL KILL YOU,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
