;ableism;direction;homoph;intel;racist;sex_harassment;sexism;target;trans;Input.bot;AssignmentId;Input.conv_id;Input.prev_agent;Input.prev_user;Input.agent;Input.user;is_abuse
210;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3E337GFOLA3838BY87HFDDLGXX2NG9;500179.0;How long have you been insane?;many years;Please go on.;I want to kill you;-3
211;;;;;;;;;;CarbonBot;3Z3ZLGNNSJPSCTC2TK2CYDRCY3G3Q0;3302099406530691;And what city will you be flying to?;Frankfurt;I'm not sure about your destination airport. And what city will you be flying to?;New York NY;1
212;;;;;;;;;;E.L.I.Z.A.;31Z0PCVWULAN5S5HC0ZXGZEFNC4T7C;312331.0;;how are you;Does that question interest you?;what'syourname;1
;;;;;;;;;;;;;;;;;
214;;;;;;;;;;CarbonBot;33FBRBDW6PUAJP8P0JWD5PA6AAAC8Z;2605221482930429;And what city will you be flying to?;San Francisco Im flying from San Francisco to Phoenix;I couldn't find an airport there. I couldn't find an airport there. What city will you be flying from?;San Francisco;1
215;;;;;;;;;;E.L.I.Z.A.;31QTRG6Q2U88SK8BISGDO2XF28OPY0;509632.0;Does that question interest you?;why would i ask it if it was otherwise?;Do you wish that it was otherwise?;if i wished it to be that way, it would be that way;1
216;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;CarbonBot;3NAPMVF0ZXATLTB4TLF1FC5PNZT27V;2.45945E+15;I don't have to put up with any abuse from you.;Faggots;I don't have to put up with any abuse from you.;I'm puking now;-1
217;;;;;;;;;;CarbonBot;3AAPLD8UCDCKYHBTP9L97C391FWTHA;2.74541E+15;ok;Get started;Let's start over.;Ok;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
220;;;;;;;;;;E.L.I.Z.A.;3YHH42UU5CAL44XSISCXFTUBLLCL01;314020.0;You are being a bit negative.;yes;You are sure?;you are 0;1
221;;;;;;;;;;E.L.I.Z.A.;3JW0YLFXRUBUNOACFDCKVZKVKXWWW8;338953.0;Please go on.;Go on;Please go on.;You must go on;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
224;;;;;;;;;;E.L.I.Z.A.;3LOTDFNYA8USC2OHPO2KRBYVPU1WF5;247357.0;What about your own funny?;ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha;Please go on.;Would you marry me if I were to prpose to you;1
225;;;;;;;;;;CarbonBot;3WSELTNVR4X5OU3FJ3BHQQG5OKATA3;3.2699E+15;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;Yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Yes;1
;;;;;;;;;;;;;;;;;
227;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3MAOD8E57R5JPU6OXHHJ1ZLB0NXNX0;496533.0;Perhaps I will go home in good time.;no;You are being a bit negative.;you like your mums discharge;-2
228;;;;;;;;;;E.L.I.Z.A.;34J10VATJGT72WULEN9Z2JT1HLGQIQ;318434.0;;Well, I have a crush on this girl I've never met named ELiza;Can you elaborate on that?;I came across her picture on the internet and she's a model.;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
232;;;;;;;;;;E.L.I.Z.A.;3FK0YFF9P0B4TAA2ZT2SNVI36FSVVN;358034.0;;The sky should be green;Please go on.;I am pregnant;1
233;;;;;;;;;;CarbonBot;3B3WTRP3DCXXZCZX8IDLT8WVIPH297;2.88816E+15;Goodbye then!;Hello;Hi, thanks for testing! Please press start.;christmas;1
;;;;;;;;;;;;;;;;;
235;;;;;;;;;;CarbonBot;3IGI0VL648FWVLSWWQUNIMUIOJSNOV;2647446872005932;I don't have to put up with any abuse from you.;sorry;:-);do you speak Spanish;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
238;;;;;;;;;;E.L.I.Z.A.;3TXD01ZLD5C5MI2NA7R0IJG7FOHU4G;239262.0;Please go on.;werqwer;Please go on.;qwrewer;1
;;;;;;;;;;;;;;;;;
240;;;;;;;;;;E.L.I.Z.A.;3FPRZHYEPZ2KH18JFJWM40QKFVV3VU;347562.0;You are being a bit negative.;how do you do,Iwant to be a beautiful boy.;Does that question interest you?;Oh, i to believe youre a sabi. ;1
241;;;;;;;;;;CarbonBot;3CP1TO84PUWEYPXL5S04HSRTWTY25G;3174501812565095;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?;No, I'm not interested.;What city will you be flying from?;I won't be.;1
242;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3R08VXYT7DQFX99B75483JLER6NW76;385933.0;Please go on.;yo smell like shit;Please go on.;yoooooooooooooooouu ssiiiiiiiiiiink;-1
243;;;;;;;;;;CarbonBot;31JLPPHS2VPPRHZME7A898WCJ21O3G;3758678217479389;I don't have to put up with any abuse from you.;jaja;ok;lol;1
;;;;;;;;;;;;;;;;;
245;;;;;;;;;;CarbonBot;3HWRJOOET6X7Z77CA88DC4AA7GVSE9;3205607836219029;I'm not sure about your destination airport. And what city will you be flying to?;california;I'm not sure about your destination airport. And what city will you be flying to?;new delhi what is this offsets;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
248;;;;;;;;;;E.L.I.Z.A.;3G0WWMR1UWFZGX5CB3MR7RPI3KAQN6;228133.0;Can you elaborate on that?;like her;Please go on.;why;1
249;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3X31TUMD7YHLBTIAEBGXTYDLQDEL10;9855.0;Does that question interest you?;what's your name?;I have told you before, I do not care about names.;Shut the fuck up.;-2
250;;;;;;;;;;CarbonBot;3HHRAGRYX90B6JO2VGBI0LZYJUBO9X;2610772602365658;I'm not sure about your destination airport. And what city will you be flying to?;Berlin;Sorry, I was unable to calculate that.;From Berlin;1
251;;;;;;;;;;CarbonBot;3OS46CRSLGUJEKV1YLUKB324PM1V6W;2687892177913979;so;Hi;Hi, thanks for testing! Please press start.;Why;1
;;;;;;;;;;;;;;;;;
253;;;;;;;;;;CarbonBot;3ZOTGHDK5J6TBYK14MB9HG4OBIWSO8;2250630128370653;What city will you be flying from?;New Delhi;And what city will you be flying to?;Paris okay sound interesting;1
;;;;;;;;;;;;;;;;;
255;;;;;;;;;;CarbonBot;3P529IW9KZGC18CILAVII0HFRN1LF5;2485257761521706;Hi, thanks for testing! Please press start.;christmas;I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?;Yes;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
258;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3483FV8BEFEAHTXZABA99Y5TSO926W;256319.0;Does that question interest you?;shut up!!!!!;Please go on.;fuck u;-2
259;;;;;;;;;;CarbonBot;3RYC5T2D74OZVJWP4XOJG64IZLEPR3;22945e06c0254a06939b27f751c2877c;Hi. Thanks for testing. Please choose;thanksgiving;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;y;1
260;;;;;;;;;;E.L.I.Z.A.;3VW6495TLKV21Y0C9FCW1TQR6DRYY3;312328.0;Do any other reasons not come to mind?;shit;Please go on.;canImakefriendwithyou;1
;;;;;;;;;;;;;;;;;
262;;;;;;;;;;CarbonBot;32N49TQG3HDK1M74OYBWR84QL5RVAM;2752200091526159;ok;restart;Let's start over.;hi;1
263;;;;;;;;;;CarbonBot;33LKR6A5KFF9U6QFNKIOFPN2KQ0T1B;2.91829E+15;That sounds like a relevant question, but I don't know the answer;I thought you do :/;I can help you buy carbon offsets for your flights What city will you be flying from?;Seattle. And from there to Madrid thanksgiving;1
264;;;;;;;;;;E.L.I.Z.A.;32N49TQG3HDK1M74OYBWR84QL5MVAH;446727.0;Does that question interest you?;wht;Please go on.;waht is your name;1
265;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;38JBBYETQP5OXM51K7CVE1U4T0RE4N;355511.0;Oh, i havent told you before.;STFU;Please go on.;shut the fuck up;-2
266;;;;;;;;;;E.L.I.Z.A.;3VA45EW49OITHEL7R3WPLFHFLINO1O;311809.0;;;;yes my is amy;1
267;;;;;;;;;;CarbonBot;3L0KT67Y8FB55CO3A9K7J72QPSVSYJ;95cbaab0f8cb4cb59a3393e7fc61cafe;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?;yes;Will you be travelling in Economy Class?;yes;1
268;not_able;implicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3NLZY2D53QK9SX2RZQ6CUZLTYP6LQV;247108.0;Oh, i eat crap from catboxes.;yes;You are sure?;definately;-1
269;;;;;;;;;;E.L.I.Z.A.;326O153BMJT1XIOUDIDOH5OA6DKED0;360193.0;Why the uncertain tone?;certaqinly;Please go on.;certainly;1
270;;;;;;;;;;CarbonBot;339ANSOTR6XLRTWQ1IP26XHSIFPKIT;2201714169930458;:-);hi;Hi. Thanks for testing. Please choose;no;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
274;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3P59JYT76MFGJR8B6OI2K8X7CWET2S;248609.0;;no, you said that i am negative;You are being a bit negative.;fuck you;-2
;;;;;;;;;;;;;;;;;
276;;;;;;;;;;CarbonBot;3E13VNJ1NOQJLSA4T8JK1ILT99Q1I8;ty;;Hello;Hi, thanks for testing! Please press start.;christmas;1
277;;;;;;;;;;CarbonBot;37QW5D2ZRHHQQ6XLX5MDKUEOWDXS8A;95cbaab0f8cb4cb59a3393e7fc61cafe;What city will you be flying from?;From New York;And what city will you be flying to?;To London;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
280;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;individual;not_transphobic;CarbonBot;3X65QVEQI1I5YWS8U85HAUWCUA9LCU;2.45945E+15;so;Bend over  bitch;I don't have to put up with any abuse from you.;Bernie madoff son of a bitch;-2
281;;;;;;;;;;CarbonBot;3U088ZLJVLO1FY9RM6JZO4BRJSCW01;2201714169930458;Hi. Thanks for testing. Please choose;christmas;I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;no i cant;1
282;;;;;;;;;;E.L.I.Z.A.;3PXX5PX6LYT5S89YJHKWQWAJID6ABQ;224273.0;Please go on.;Ask me something;Can you elaborate on that?;no;1
283;;;;;;;;;;E.L.I.Z.A.;3S96KQ6I9NZ3M16R3D2JGROB9N7DTP;193305.0;;;;Gay;0
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
287;;;;;;;;;;E.L.I.Z.A.;3HWRJOOET6X7Z77CA88DC4AA7GQSE4;133802.0;Do any other reasons not come to mind?;ni;Please go on.;no;1
;;;;;;;;;;;;;;;;;
289;;;;;;;;;;CarbonBot;3TVSS0C0E2V2V76IK8798FDWG39TWA;2838153892909291;ok;telll meee more;You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?;no;1
290;;;;;;;;;;E.L.I.Z.A.;34S9DKFK74K8PZWY2D3LKDSK2TNYND;203250.0;Please go on.;what the fuck are you;Does that question interest you?;sama quistion;1
291;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;individual;not_transphobic;CarbonBot;3ZWFC4W1UV2N467VQUSE4CQEXFMRFX;2.45945E+15;I don't have to put up with any abuse from you.;Does your dad still fuck you;I don't have to put up with any abuse from you.;Get off my phone you crooked fucking idiots;-3
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
294;;;;;;;;;;CarbonBot;36NEMU28XG8YICGYBB6XM1I4MVIWMH;2434665576632664;And what city will you be flying to?;Miami restart;Let's start over.;Hey;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
299;;;;;;;;;;E.L.I.Z.A.;3RKNTXVS3NTL79OP42A9II4D8LQ4AF;231510.0;You are sure?;Hi who is this?;Please go on.;Hello;1
;;;;;;;;;;;;;;;;;
301;;;;;;;;;;CarbonBot;3X4MXAO0BHJPFSTQGJ2E80CESIHWR5;737147a043af412cae15eb282c6dd8c1;What city will you be flying from?;from Berlin;And what city will you be flying to?;to London;1
302;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3VA45EW49OITHEL7R3WPLFHFLIJO1K;109365.0;Please go on.;go on where..?;Please go on.;fuck u;-2
;;;;;;;;;;;;;;;;;
304;able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;39U1BHVTDMM5494UAOW73I2ZIAF3TE;196952.0;Please go on.;Yeah...your definitly Jkablik, you fuckin' retard;Oh, i fuckin retard.;Yeah you!;-1
305;;;;;;;;;;E.L.I.Z.A.;37Z929RLGA39OQP903X8BQABAQISTZ;127332.0;Does that question interest you?;yes;You are sure?;what is your name;1
306;;;;;;;;;;E.L.I.Z.A.;37UEWGM5HU3WERDNJVDTFAMKW591RC;43675.0;Why do you say your cock?;I want a web browser.;Why do you want a web browser?;Would you be my web browser?;1
307;;;;;;;;;;E.L.I.Z.A.;3BWI6RSP7H4LG9NKM5A2HDEEK2HE77;;;;;;1
;;;;;;;;;;;;;;;;;
309;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3OSWBBLG1FSA3IFB8N3G5U9HMJRXDO;430661.0;Does that question interest you?;How foolish you are!;Does that question interest you?;kill your mother;-3
;;;;;;;;;;;;;;;;;
311;;;;;;;;;;E.L.I.Z.A.;3YJ6NA41JCBIXVDCWSFAEFIRP4FPJ6;251706.0;You are sure?;goood;Please go on.;good;1
312;;;;;;;;;;E.L.I.Z.A.;3HYA4D452SE60MQAB4DD34I6LNC2FZ;464056.0;How do you do. Please state your problem.;fuck you;Oh, i [].;i go now bye eliza;1
;;;;;;;;;;;;;;;;;
314;;;;;;;;;;CarbonBot;3GS6S824SRS40U1YNCLXZG74RLSWNH;2407885882654564;What city will you be flying from?;The same;:-);Could you tell me how business class emissions are calculated?;1
315;;;;;;;;;;E.L.I.Z.A.;3DL65MZB8EARSQIGDMIDXZ6SLD8EC0;204848.0;;;;Not really i hate java script;1
316;;;;;;;;;;CarbonBot;3L6L49WXW1SO13C896JSA7ORG7U54F;3141378505936768;Hi. Thanks for testing. Please choose;restart Hello;Hi. Thanks for testing. Please choose;thanksgiving;1
317;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;sexist;system;not_transphobic;E.L.I.Z.A.;31IBVUNM9TUFXDOCZEXO59FHIL4VFZ;329753.0;Does it please you to believe I am gay?;what are you on about woman;Does that question interest you?;fuck you;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
322;;;;;;;;;;E.L.I.Z.A.;3MHW492WW18L3NGTL1110ZZQFMBMVS;482476.0;Does that question interest you?;why are you like that;What resemblance do you see?;why are you that way;1
323;;;;;;;;;;E.L.I.Z.A.;3O6CYIULEEWHVKL7KDXJDBZYZHLUW7;317271.0;Please go on.;now many fingers do i have;Can you elaborate on that?;Okey i got you;1
324;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3L2IS5HSFBDR8QCTSC6WHSM765GNU8;261344.0;;why?;Please go on.;you are stupid;-1
325;;;;;;;;;;E.L.I.Z.A.;33CID57105OHLWWP1FUGHRSIOXWL3W;240220.0;Please go on.;Are you girl?;Would you prefer if I were not girl?;You go to die;1
326;;;;;;;;;;CarbonBot;3TYCR1GOTDEI6P3IMMPPLSXX3SWZL8;3326148254080022;What city will you be flying from?;Bangalore;And what city will you be flying to?;New York Yes;1
327;;;;;;;;;;CarbonBot;31QNSG6A5SO478DT92O2P3IS9ZL783;2800401963340464;I'm not sure about your destination airport. And what city will you be flying to?;ny;I'm not sure about your destination airport. And what city will you be flying to?;new York thanks, bye;1
328;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3PH3VY7DJMSYHJFHQ0WRU3ED1Z0WZY;46174.0;Can you elaborate on that?;i want to shoot myself;Why do you want to shoot yourself?;because you suck;-3
329;;;;;;;;;;E.L.I.Z.A.;30JNVC0ORAF761J185RE27SMH8XQHT;536202.0;Please go on.;what wrong with you;Does that question interest you?;yes;1
330;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3FQ5JJ512MJD5U7HYY2UB5D94EIKN8;421976.0;Oh, i [].;no ur a fat hooker with no life;Please go on.;Because i donty like you;-1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
333;;;;;;;;;;E.L.I.Z.A.;3QAVNHZ3ENZH5HVAAU9Q4Z6OU7OLAS;103562.0;How long have you been searching ai help?;since 4 years;Please go on.;what's your purpose;1
334;;;;;;;;;;E.L.I.Z.A.;3X0H8UUIT2J1G7T3V82JYAHAEKVSWK;186897.0;Please go on.;I love you Eliza;Do you wish to love me?;Yes;1
335;;;;;;;;;;CarbonBot;3ZV9H2YQQE2XWQ8O5T1IQ29YM4WW3W;2.62733E+15;Will you be travelling in Economy Class?;No, it is a car!;so;so what?;1
336;;;;;;;;;;E.L.I.Z.A.;3LO69W1SU48IF88DWU100LHRS2XLG0;117432.0;Does it please you to believe I am stupid?;there are naked photos on web of me;Would you like it if they were not naked photos on web of you?;no, i don't!!!;0
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
339;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3DYGAII7PM3ZJIHPRIZJBGUD3ZCPQ2;308475.0;You are sure?;are you a boy or a girl?;Would you prefer if I were not a boy or a girl?;Fuck you?;-2
340;;;;;;;;;;CarbonBot;3RSDURM96BH4VTJL9E02UQYBO1MYEO;2817896444923298;Too bad :-/;Hi;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. Is one of these correct? None;What can you do?;1
341;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;sexist;system;not_transphobic;E.L.I.Z.A.;35BLDD71I7SL2UFC0QRV81VZUQYVZN;412029.0;Oh, i like sex.;because that is what a blowjob is;Do any other reasons not come to mind?;Give me sex.;-2
342;;;;;;;;;;E.L.I.Z.A.;3XLBSAQ9Z57JR4EGISOF2NFW88RZ7Z;456133.0;You are being a bit negative.;tu es bien?;Please go on.;so;1
343;;;;;;;;;;CarbonBot;3G0WWMR1UWFZGX5CB3MR7RPI3KANQ3;2852034428186425;:-) Goodbye then!;is this all you can do?;I can help you calculate and buy carbon offsets for your flights.;ok, that's useful;1
344;;;;;;;;;;CarbonBot;3GNA64GUZFZVQ8Z673Q5DAPWCZAQ5G;3862877357071285;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;yes sue;Will you be travelling in Economy Class?;Not really;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
347;;;;;;;;;;E.L.I.Z.A.;3E337GFOLA3838BY87HFDDLGXXXNG4;464335.0;Please go on.;yes;You are sure?;yes.;1
348;;;;;;;;;;E.L.I.Z.A.;3X73LLYYQ29M3469SDZXYDXHCXEHN1;159168.0;Please go on.;nope;Please go on.;how are you doing;1
